pmid,pubmed_url,year,title,abstract,journal,keywords,mesh_terms,publication_types
24162715,https://pubmed.ncbi.nlm.nih.gov/24162715/,2014,Recommendations for self-monitoring in pediatric diabetes: a consensus statement by the ISPED.,"A panel of experts of the Italian Society of Pediatric Endocrinology and Diabetology comprehensively discussed and approved the Italian recommendations regarding self-monitoring of blood glucose, continuous glucose monitoring and other measures of glycemic control in children and adolescents with type 1 diabetes. After an extensive review of the literature, we took these issues into account: self-monitoring blood glucose, continuous glucose monitoring, glycemic variability, glycosuria, ketonuria, ketonemia, glycated hemoglobin, fructosamine and glycated albumin, logbook, data downloading, lancing devices, carbohydrate counting, and glycemic measurements at school. We concluded that clinical guidelines on self-management should be developed in every country with faithful adaptation to local languages and taking into account specific contexts and local peculiarities, without any substantial modifications to the international recommendations. We believe that the National Health Service should provide all necessary resources to ensure self-monitoring of blood glucose and possibly continuous glucose monitoring of all children and adolescents with type 1 diabetes, according to the standards of care provided by these recommendations and internationally.",Acta diabetologica,,"Adolescent; Blood Glucose; Blood Glucose Self-Monitoring; Child; Diabetes Mellitus, Type 1; Glycated Hemoglobin; Humans; Insulin",Journal Article; Review; Consensus Statement
24582332,https://pubmed.ncbi.nlm.nih.gov/24582332/,2014,The putative role of proteolytic pathways in the pathogenesis of Type 1 diabetes mellitus: the 'autophagy' hypothesis.,"Autoimmune diseases are a heterogeneous group of disorders affecting different organs and tissues. New tools, such as genome-wide association studies, have provided evidence for new susceptibility loci and candidate genes in the disease process including common susceptibility genes involved in the immunological synapse and T cell activation. Close linkages have been found in a number of diseases, including ankylosing spondylitis, multiple sclerosis, Crohn's disease and insulin-dependent diabetes mellitus (Type 1 diabetes mellitus). Evidence for some association with Type 1 diabetes was previously found in the region containing 5q15/ERAP1 (endoplasmic reticulum aminopeptidase 1) (rs30187, ARTS1). Recent data suggest that in eukaryotic cells in addition to the ubiquitin/proteasome system another proteolytic pathway may have a significant role in the autoimmunity process, i.e. the autophagic pathway which constitutes the principal regulated catabolic process mediated by lysosomes. Autophagy could play a role in MHC class I and class II self-antigen presentation at the basis of the autoimmunity process. Furthermore cross-talk among different proteolytic pathways was recently highlighted i.e. components processed in the ubiquitin/proteasome system possibly engaged in autophagic pathways. T1D is an autoimmune disease characterised by the destruction of pancreatic beta cells by autoreactive T cells. Immunological abnormalities can precede months to years the initial symptoms and clinical diagnosis. Our hypothesis suggests that in the autoimmune process autophagy can intervene at different levels, during the thymic selection process of T lymphocytes causing escape of autoreactive T cells, at the initiation stage of the disease, in the preclinical period or subsequently to the disease onset having a role at the level of perpetuation of the autoimmunity process. Supporting evidence derives from the already reported discovery of polymorphisms in autophagy-related genes in patients affected by several autoimmune conditions such as Systemic Lupus Erithematosus. In addition deregulated autophagy was detected in T cells from lupus-prone mice and also found in T cells from patients. Autophagy was found activated in osteoclasts from RA patients as demonstrated by the increased expression of Atg7 and Beclin-1. Our hypothesis to be unraveled could have, if correct, relevant implications for the management of autoimmune conditions such as Type 1 diabetes. In principle, novel therapeutic approaches could be established by targeting deregulated autophagy offering novel opportunities to personalized medicine in patients affected by the disease.",Medical hypotheses,,"Autophagy; Diabetes Mellitus, Type 1; Humans; Proteolysis","Journal Article; Research Support, Non-U.S. Gov't"
26006309,https://pubmed.ncbi.nlm.nih.gov/26006309/,2015,Bridging-type enzyme-linked immunoassay for zinc transporter 8 autoantibody measurements in adult patients with diabetes mellitus.,"AIMS: A bridging-type ELISA for measuring autoantibodies to zinc transporter 8 (ZnT8A) was assessed using samples from different forms of diabetes mellitus. METHODS: ZnT8A were measured using an ELISA in patients with type 1 diabetes mellitus (T1DM; n=94), latent autoimmune diabetes of adulthood (LADA; n=51), type 2 diabetes mellitus (T2DM; n=59) and healthy blood donors (HBD; n=200). ZnT8A in ELISA and immunoprecipitation assays (IPA) using ZnT8 dimer (W325/R325) and monomers (W325, R325 and Q325) were compared. RESULTS: Inter- and intra-assay coefficients of variation (CV) were 7.1% and 1.7%, respectively (medium ZnT8A) and 8.5% and 2.7%, respectively (high ZnT8A). In the ELISA 51/94 (54.3%) T1DM, 16/51 (31.4%) LADA and 1/59 (1.7%) T2DM sera were ZnT8A positive. ROC analysis of T1DM and HBD for the ELISA showed 54% sensitivity and 99% specificity (cutoff 15u/mL) and AUC 0.80 (95% CI, 0.74-0.86). ELISA and IPA measurements were in very good agreement (r=0.856, k=0.889, n=204). Measurement of ZnT8A in addition to autoantibodies for GAD, IA-2 and insulin increased antibody positivity in T1DM by 4.3%, from 80.9% to 85.1%. CONCLUSIONS: The bridging-type ELISA is a convenient and reproducible method for determination of ZnT8A in serum. Measurement of ZnT8A increased autoantibody positivity in adult T1DM.",Clinica chimica acta; international journal of clinical chemistry,Autoantibody; ELISA; Type 1 diabetes; ZnT8A,"Adolescent; Adult; Aged; Aged, 80 and over; Autoantibodies; Case-Control Studies; Cation Transport Proteins; Diabetes Mellitus, Type 1; Diabetes Mellitus, Type 2; Enzyme-Linked Immunosorbent Assay; Female; Glutamate Decarboxylase; Humans; Insulin; Male; Middle Aged; Protein Multimerization; Protein Structure, Quaternary; Young Adult; Zinc Transporter 8",Journal Article
26064343,https://pubmed.ncbi.nlm.nih.gov/26064343/,2015,Effect of combined application insulin and insulin detemir on continous glucose monitor in children with type 1 diabetes mellitus.,"Insulin detemir is a soluble long-acting human insulin analogue at neutral pH with a unique mechanism of action, which could strengthen the effects of insulin. This study aims to explore the effects of insulin combined with insulin detemir on the continous glucose in children with type 1 diabetes mellitus. In this study, 150 patients with type 1 diabetes enrolled were included and randomly divided into 3 groups: insulin group (group A), insulin detemir group (group B) and insulin combined with insulin detemir group (group C). Each subject underwent 72 h of continuous glucose monitoring (CGM). MAGE, HbA1c and Noctumal Hypoglycemia levels were examined by using the ELISA kits. The body weight changes were also detected in this study. The results indicated that the information including age, body weight, disease duration and glucose level and HbA1c percentage on the start time point among three groups indicated no statistical differences. Insulin combined with insulin detemir decrease MAGE and HbA1c level in Group C compared to Group A and Group A (P < 0.05). Insulin combined with insulin detemir decreas noctumal hypoglycemia levels and body weight changes (P < 0.05). In conclusion, this study confirmed efficacy of insulin detemir by demonstrating non-inferiority of insulin detemir compared with insulin with respect to HbA1c, with an improved safety profile including significantly fewer hypoglycaemic episodes and less undesirable weight gain in children.",International journal of clinical and experimental medicine,Diabetes mellitus; hypoglycemia; insulin detemir; insulin therapy,,Journal Article
26369633,https://pubmed.ncbi.nlm.nih.gov/26369633/,2016,Parental and peer support in adolescents with a chronic condition: a typological approach and developmental implications.,"Research has consistently demonstrated that contextual support is crucial towards the psychological functioning of adolescents with chronic conditions. However, the literature has predominantly focused on parental support instead of adopting an integrated approach to parental and peer support. The present manuscript with two longitudinal studies in adolescents with Type 1 diabetes and congenital heart disease examined the extent to which different clusters of maternal, paternal, and peer support at baseline were related to well- and ill-being over time. In both studies, four clusters emerged: combined support, parental support, peer support, and lack of support. Follow-up longitudinal analyses indicated that especially combined support from parents and peers proved to be of crucial importance towards psychological functioning. The present studies demonstrated the value of a typological approach for assessing social support in adolescents with chronic conditions. In addition to focusing on parental support, future research should assess peer support as well in these adolescents.",Journal of behavioral medicine,Adolescence; Chronic condition; Parental support; Peer support; Psychological functioning,"Adolescent; Diabetes Mellitus, Type 1; Family; Female; Heart Defects, Congenital; Humans; Longitudinal Studies; Male; Mental Health; Parent-Child Relations; Parents; Peer Group; Social Support","Journal Article; Research Support, Non-U.S. Gov't"
27503103,https://pubmed.ncbi.nlm.nih.gov/27503103/,2016,An Integrative Review of the Quality and Outcomes of Diabetes Education Programs for Children and Adolescents.,"PURPOSE: The purpose of this study was twofold: (1) to describe the content of recent diabetes education programs and their outcomes in terms of glycemic control, disease management, and psychosocial criteria for children and adolescents with type 1 diabetes and (2) to gauge the match between these programs and the recommendations of the International Society for Pediatric and Adolescent Diabetes (ISPAD). METHODS: The integrative review was carried out according to the Cochrane recommendations. Thirteen databases were searched for evaluations of education programs published from 2009 to 2014. Program characteristics and outcomes were described. Quality of studies was assessed, and program match with ISPAD recommendations was gauged. RESULTS: Of 2528 studies found, 43 covering 36 education programs intended for youth with type 1 diabetes were retained for review. Nine of these centered on self-care competencies, 18 on psychosocial competencies, and 9 on both types of competency (mixed program). Programs varied widely in terms of organization, procedure, and content. Glycemic control was an indicator assessed in the majority of programs, but only half of these (for the most part, self-care programs) reported positive findings in this regard. Few programs seemed to affect psychosocial indicators. An online mixed program, which was the program that best met the ISPAD recommendations, proved to have an influence on glycemic control and several psychosocial criteria. CONCLUSIONS: Various avenues can be considered to improve participant engagement in education programs and to align these programs more closely with international recommendations. Further research is required to enhance knowledge in this field.",The Diabetes educator,,"Adolescent; Blood Glucose; Child; Diabetes Mellitus, Type 1; Female; Humans; Male; Patient Education as Topic; Patient Outcome Assessment; Program Evaluation; Quality Assurance, Health Care; Self-Management","Journal Article; Review; Research Support, Non-U.S. Gov't"
27818105,https://pubmed.ncbi.nlm.nih.gov/27818105/,2017,Role of continuous glucose monitoring for type 2 in diabetes management and research.,"The advent of continuous glucose monitoring (CGM) is a significant stride forward in our ability to better understand the glycemic status of our patients. Current clinical practice employs two forms of CGM: professional (retrospective or ""masked"") and personal (real-time) to evaluate and/or monitor glycemic control. Most studies using professional and personal CGM have been done in those with type 1 diabetes (T1D). However, this technology is agnostic to the type of diabetes and can also be used in those with type 2 diabetes (T2D). The value of professional CGM in T2D for physicians, patients, and researchers is derived from its ability to: (1) to discover previously unknown hyper- and hypoglycemia (silent and symptomatic); (2) measure glycemic control directly rather than through the surrogate metric of hemoglobin A1C (HbA1C) permitting the observation of a wide variety of metrics that include glycemic variability, the percent of time within, below and above target glucose levels, the severity of hypo- and hyperglycemia throughout the day and night; (3) provide actionable information for healthcare providers derived by the CGM report; (4) better manage patients on hemodialysis; and (5) effectively and efficiently analyze glycemic effects of new interventions whether they be pharmaceuticals (duration of action, pharmacodynamics, safety, and efficacy), devices, or psycho-educational. Personal CGM has also been successfully used in a small number of studies as a behavior modification tool in those with T2D. This comprehensive review describes the differences between professional and personal CGM and the evidence for the use of each form of CGM in T2D. Finally, the opinions of key professional societies on the use of CGM in T2D are presented.",Journal of diabetes and its complications,Continuous glucose monitoring; Diabetes management; Glycemic control; Hypoglycemia; Type 2 diabetes mellitus,"Activities of Daily Living; Blood Glucose; Combined Modality Therapy; Diabetes Complications; Diabetes Mellitus, Type 2; Evidence-Based Medicine; Humans; Hyperglycemia; Hypoglycemia; Monitoring, Ambulatory; Self-Management; Severity of Illness Index",Comparative Study; Journal Article; Review
27942106,https://pubmed.ncbi.nlm.nih.gov/27942106/,2016,Enhanced Model Predictive Control (eMPC) Strategy for Automated Glucose Control.,"Development of an effective artificial pancreas (AP) controller to deliver insulin autonomously to people with type 1 diabetes mellitus is a difficult task. In this paper, three enhancements to a clinically validated AP model predictive controller (MPC) are proposed that address major challenges facing automated blood glucose control, and are then evaluated by both in silico tests and clinical trials. First, the core model of insulin-blood glucose dynamics utilized in the MPC is expanded with a medically inspired personalization scheme to improve controller responses in the face of inter- and intra-individual variations in insulin sensitivity. Next, the asymmetric nature of the short-term consequences of hypoglycemia versus hyperglycemia is incorporated in an asymmetric weighting of the MPC cost function. Finally, an enhanced dynamic insulin-on-board algorithm is proposed to minimize the likelihood of controller-induced hypoglycemia following a rapid rise of blood glucose due to rescue carbohydrate load with accompanying insulin suspension. Each advancement is evaluated separately and in unison through in silico trials based on a new clinical protocol, which incorporates induced hyper- and hypoglycemia to test robustness. The advancements are also evaluated in an advisory mode (simulated) testing of clinical data. The combination of the three proposed advancements show statistically significantly improved performance over the nonpersonalized controller without any enhancements across all metrics, displaying increased time in the 70-180 mg/dL safe glycemic range (76.9 versus 68.8%) and the 80-140 mg/dL euglycemic range (48.1 versus 44.5%), without a statistically significant increase in instances of hypoglycemia. The proposed advancements provide safe control action for AP applications, personalizing and improving controller performance without the need for extensive model identification processes.",Industrial & engineering chemistry research,,,Journal Article
28766722,https://pubmed.ncbi.nlm.nih.gov/28766722/,2018,Fatal Diabetic Ketoacidosis-A Potential Complication of MDMA (Ecstasy) Use.,"A 19-year-old woman with insulin-dependent diabetes mellitus was found dead in bed having allegedly recently taken ecstasy and consumed alcohol. At autopsy, there were microhemorrhages in the brain with subnuclear vacuolization and Armanni-Ebstein changes in renal tubules. Biochemical analyses confirmed diabetic ketoacidosis (vitreous glucose-46.5 mmol/L; β-OH butyrate-13.86 mmol/L.). Toxicological analyses of blood showed a low level of 3,4-methylenedioxy-methamphetamine (MDMA) (0.01 mg/L), with acetone but no alcohol or other common drugs. Death was attributed to diabetic ketoacidosis most likely provoked by mixed MDMA/alcohol ingestion. Although the use of illicit drugs by young individuals with diabetes mellitus is being increasingly recognized, it has been noted that there is minimal information about the relationship between drug use and acute diabetic complications. Toxicological screening of cases of lethal diabetic ketoacidosis in the young may clarify lethal mechanisms in individual cases and also help to determine the extent of this problem.",Journal of forensic sciences,MDMA; death; diabetes mellitus; ecstasy; forensic science; hyperglycemia; ketoacidosis,"Alcohol Drinking; Cerebral Hemorrhage; Diabetes Mellitus, Type 1; Diabetic Ketoacidosis; Epithelial Cells; Fatal Outcome; Female; Hallucinogens; Humans; Kidney; Kidney Tubules; N-Methyl-3,4-methylenedioxyamphetamine; Vacuoles; Young Adult",Case Reports; Journal Article
28775287,https://pubmed.ncbi.nlm.nih.gov/28775287/,2017,Non-invasive in vivo determination of viable islet graft volume by 111In-exendin-3.,"Pancreatic islet transplantation is a promising therapy for patients with type 1 diabetes. However, the duration of long-term graft survival is limited due to inflammatory as well as non-inflammatory processes and routine clinical tests are not suitable to monitor islet survival. 111In-exendin-SPECT (single photon emission computed tomography) is a promising method to non-invasively image islets after transplantation and has the potential to help improve the clinical outcome. Whether 111In-exendin-SPECT allows detecting small differences in beta-cell mass (BCM) and measuring the actual volume of islets that were successfully engrafted has yet to be demonstrated. Here, we evaluated the performance of 111In-exendin-SPECT using an intramuscular islet transplantation model in C3H mice. In vivo imaging of animals transplanted with 50, 100, 200, 400 and 800 islets revealed an excellent linear correlation between SPECT quantification of 111In-exendin uptake and insulin-positive area of islet transplants, demonstrating that 111In-exendin-SPECT specifically and accurately measures BCM. The high sensitivity of the method allowed measuring small differences in graft volumes, including grafts that contained less than 50 islets. The presented method is reliable, convenient and holds great potential for non-invasive monitoring of BCM after islet transplantation in humans.",Scientific reports,,"Animals; Autoradiography; Female; Immunohistochemistry; Indium Radioisotopes; Insulin-Secreting Cells; Islets of Langerhans; Islets of Langerhans Transplantation; Mice; Molecular Imaging; Peptides; Tomography, Emission-Computed, Single-Photon","Journal Article; Research Support, Non-U.S. Gov't"
29160108,https://pubmed.ncbi.nlm.nih.gov/29160108/,2017,Effects of hepato-preferential basal insulin peglispro on nuclear magnetic resonance biomarkers lipoprotein insulin resistance index and GlycA in patients with diabetes.,"AIM: To characterize the effects of hepato-preferential basal insulin peglispro (BIL) and insulin glargine on insulin resistance (lipoprotein insulin resistance index [LP-IR]) and inflammation (GlycA), and to explore the biological implications. METHODS: This substudy included 847 patients with Type 1 diabetes (T1D) or Type 2 diabetes (T2D) in four cohorts of the BIL development program. LP-IR and GlycA were measured before and after insulin treatment. Correlations between LP-IR, GlycA, clinical parameters and liver biomarkers were assessed. RESULTS: LP-IR and GlycA were higher in T2D than T1D. LP-IR increased in patients switched from basal insulins to BIL but not in insulin-naive patients. GlycA decreased in T2D patients treated with BIL and T1D patients treated with glargine. CONCLUSION: These exploratory analyses help to characterize differences in biological effects between BIL and glargine treatment.",Biomarkers in medicine,BIL; CK-18; ELF score; GlycA; LP-IR score; Type 1 diabetes; Type 2 diabetes; basal insulin peglispro; cytokeratin 18; hepato-preferential; inflammation; insulin resistance; liver fat content,"Aged; Biomarkers; Diabetes Mellitus, Type 1; Diabetes Mellitus, Type 2; Female; Humans; Insulin Glargine; Insulin Resistance; Lipoproteins; Male; Middle Aged","Clinical Trial, Phase III; Journal Article; Multicenter Study"
29321370,https://pubmed.ncbi.nlm.nih.gov/29321370/,2018,Activation-induced cytidine deaminase deficiency accelerates autoimmune diabetes in NOD mice.,"B cells play an important role in type 1 diabetes (T1D) development. However, the role of B cell activation-induced cytidine deaminase (AID) in diabetes development is not clear. We hypothesized that AID is important in the immunopathogenesis of T1D. To test this hypothesis, we generated AID-deficient (AID-/-) NOD mice. We found that AID-/-NOD mice developed accelerated T1D, with worse insulitis and high levels of anti-insulin autoantibody in the circulation. Interestingly, neither maternal IgG transferred through placenta, nor IgA transferred through milk affected the accelerated diabetes development. AID-/-NOD mice showed increased activation and proliferation of B and T cells. We found enhanced T-B cell interactions in AID-/-NOD mice, with increased T-bet and IFN-γ expression in CD4+ T cells in the presence of AID-/- B cells. Moreover, excessive lymphoid expansion was observed in AID-/-NOD mice. Importantly, antigen-specific BDC2.5 CD4+ T cells caused more rapid onset of diabetes when cotransferred with AID-/- B cells than when cotransferred with AID+/+ B cells. Thus, our study provides insights into the role of AID in T1D. Our data also suggest that AID is a negative regulator of immune tolerance and ablation of AID can lead to exacerbated islet autoimmunity and accelerated T1D development.",JCI insight,Adaptive immunity; Autoimmune diseases; Autoimmunity; Diabetes; Immunology,"Adaptive Immunity; Animals; Autoantibodies; Autoimmunity; B-Lymphocytes; Cytidine Deaminase; Cytokines; Diabetes Mellitus, Type 1; Enzyme Activation; Female; Gene Knockdown Techniques; Immune Tolerance; Immunoglobulin A; Immunoglobulin G; Insulin; Interferon-gamma; Lymph Nodes; Male; Mice; Mice, Inbred NOD; Milk; Placenta; Pregnancy; Spleen; T-Lymphocytes; Virulence; AICDA (Activation-Induced Cytidine Deaminase)","Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't"
29689314,https://pubmed.ncbi.nlm.nih.gov/29689314/,2018,Sodium glucose cotransporters inhibitors in type 1 diabetes.,"Sodium glucose cotransporter inhibitors (SGLTi) are oral hypoglycemic drugs that reduce renal glucose re-uptake and induce glycosuria. SGLTi have been successfully tested in large randomized clinical trials for type 2 diabetes, and several molecules have been approved in this setting by the international pharmaceutical agencies. Additionally, recent evidence has shown that SGLTi may be useful also in type 1 diabetes (T1D). Indeed, these drugs can be used as an ancillary to insulin to improve glycemic control and reduce insulin dosage, and such regimens have been associated with a lower rate of hypoglycemic episodes. The pharmacological effects of SGLTi therapy are described herein, and we also discuss the future use of SGLTi in T1D.",Pharmacological research,Diabetic kidney disease; Gliflozin; SGLT1; SGLT2; Type 1 diabetes,"Animals; Diabetes Mellitus, Type 1; Humans; Hypoglycemic Agents; Sodium-Glucose Transport Proteins",Journal Article; Review
30340983,https://pubmed.ncbi.nlm.nih.gov/30340983/,2018,In vitro assessment of cord blood-derived proinsulin-specific regulatory T cells for cellular therapy in type 1 diabetes.,"BACKGROUND: Antigen-specific regulatory T cells (Tregs) have proven to be effective in reversing established autoimmunity in type 1 diabetes (T1D). Cord blood (CB) can serve as an efficient and safe source for Tregs for antigen-specific immunomodulation in T1D, a strategy that is yet to be explored. Therefore, we assessed the potential of CB in generation of proinsulin (PI)-specific Tregs by using HLA class II tetramers. METHODS: We analyzed the frequency of PI-specific natural Tregs (nTregs) and induced Tregs (iTregs) derived from the CB as well as peripheral blood (PB) of patients with T1D and healthy control subjects. For this, CD4+CD25+CD127low and CD4+CD25-T cells were cultured in the presence of PI-derived peptides, transforming growth factor (TGF)-β and rapamycin. PI-specific Tregs were then selected using allele-specific HLA II tetramers loaded with PI-derived peptides, followed by suppression assays. RESULTS: Following stimulation, we observed that CB harbors a significantly higher frequency of PI-specific Tregs than PB of subjects with T1D (P = 0.0003). Further, the proportion of PI-specific Tregs was significantly higher in both the nTreg (P = 0.01) and iTreg (P = 0.0003) compartments of CB as compared with PB of subjects with T1D. In co-culture experiments, the PI-specific Tregs suppressed the proliferation of effector T cells significantly (P = 0.0006). The expanded nTregs were able to retain hypomethylation status at their Tregs-specific demethylated region (TSDR), whereas iTregs were unable to acquire the characteristic demethylation pattern. CONCLUSION: Our study demonstrates that CB can serve as an excellent source for generation of functional antigen-specific Tregs for immunotherapeutic approaches in subjects with T1D.",Cytotherapy,HLA tetramers; cord blood; proinsulin; regulatory T cells; type 1 diabetes,"Adult; CD4-Positive T-Lymphocytes; Cell- and Tissue-Based Therapy; Cells, Cultured; Diabetes Mellitus, Type 1; Female; Fetal Blood; Forkhead Transcription Factors; Humans; Immunomodulation; Infant, Newborn; Interleukin-2 Receptor alpha Subunit; Proinsulin; T-Lymphocytes, Regulatory; Transforming Growth Factor beta; Umbilical Cord","Journal Article; Research Support, Non-U.S. Gov't"
30449207,https://pubmed.ncbi.nlm.nih.gov/30449207/,2018,Cholecystokinin secretion is suppressed by glucagon-like peptide-1: clue to the mechanism of the adverse gallbladder events of GLP-1-derived drugs.,"OBJECTIVE: Recent randomized and controlled trials of drugs derived from the gut hormone glucagon-like peptide-1 (GLP-1) show that the most frequent adverse symptoms are gastrointestinal, including gallbladder-related side effects such as cholithiasis and cholecystitis. Since the gut hormone cholecystokinin (CCK) stimulates bile secretion and regulates gallbladder motility and emptying, we examined the effect of GLP-1 on the secretion of CCK in normal subjects and patients with type 1 diabetes mellitus. MATERIALS AND METHODS: Plasma was sampled from 10 healthy subjects and 10 patients with diabetes. With plasma glucose concentrations clamped between 6 and 9 nmol/l, GLP-1 or saline was infused for 240 min during and after a meal. The plasma concentrations of CCK were measured with a highly specific radioimmunoassay. RESULTS: Basal plasma concentrations of CCK were similar in the normal subjects and in the diabetes patients. During the meal, the CCK concentrations rose significantly during saline infusion, whereas the GLP-1 infusion suppressed the secretion of CCK significantly in both normal subjects and in the diabetes patients. CONCLUSIONS: The results show that GLP-1 suppresses the secretion of CCK after a meal in normal and diabetic subjects. The suppression attenuates the gallbladder contractility. Our data, therefore, offer an explanation for the increased risk of adverse gallbladder events during treatment with GLP-1-derived drugs.",Scandinavian journal of gastroenterology,Cholecystokinin; cholecystitis; cholelithiasis; diabetes mellitus; glucagon-like peptide 1; side effects,"Adult; Blood Glucose; Case-Control Studies; Cholecystokinin; Diabetes Mellitus, Type 1; Female; Gallbladder; Gallbladder Emptying; Glucagon-Like Peptide 1; Humans; Male; Young Adult",Journal Article
30524677,https://pubmed.ncbi.nlm.nih.gov/30524677/,2018,Effects of insulin-loaded chitosan-alginate nanoparticles on RAGE expression and oxidative stress status in the kidney tissue of rats with type 1 diabetes.,"OBJECTIVES: Chronic hyperglycemia leads to activation of the advanced glycation end products (AGE)-receptor (RAGE) for AGE axis and oxidative stress, which promote diabetic renal damage. This study examines the effect of insulin-loaded trimethyl chitosan nanoparticles on the kidney tissue of diabetic rats. MATERIALS AND METHODS: Twenty-five male Wistar rats were randomly divided into 5 groups: normal control (C), diabetic group without treatment (DM), diabetic group treated with chitosan-based nanoparticle (DM+NP, 1 ml by gavage), diabetic group treated with 8 IU/kg insulin-loaded trimethyl chitosan nanoparticles (DM+N.in, 1 ml by gavage), and diabetic group treated with 8 IU/kg trade insulin (DM+SC.in, 0.2 ml by subcutaneous injection). The animals were treated from weeks 8 to 10. At the end of the study, serum urea, creatinine, and uric acid were measured. Also, the level of AGE and RAGE mRNA expression, and oxidative stress markers were studied in the kidney tissue. RESULTS: Insulin-loaded nanoparticles similar to trade insulin could significantly reduce urea, creatinine, and uric acid parameters, while the elevated total antioxidant capacity (TAC), thiol groups, and catalase activity also reduced total oxidant status (TOS) and malondialdehyde (MDA) levels (P<0.05). However, the reduction in AGE and RAGE mRNA expression is not statistically significant in both treatments. Of course, the influence of insulin-loaded trimethyl chitosan nanoparticles on the amelioration of all these parameters is higher compared to that of the injected form. No markedly significant differences were observed between these two kinds of treatments. CONCLUSION: This data reveals that insulin-loaded trimethyl chitosan nanoparticle is a better therapeutic approach than injected insulin.",Iranian journal of basic medical sciences,Advanced glycation end; Antioxidant; Diabetes mellitus; Insulin; Nanoparticles; Oxidant,,Journal Article
30559856,https://pubmed.ncbi.nlm.nih.gov/30559856/,2018,"Predictors of Glucose Control in Children and Adolescents with Type 1 Diabetes: Results of a Cross-Sectional Study in Khartoum, Sudan.","BACKGROUND: Type 1 diabetes mellitus (T1DM) is a rapidly growing problem in Sudan as well as other African countries. Children and adolescents with type 1 diabetes have previously been found to have poor glycemic control. Strict glycemic control reduces the incidence and progression of chronic complications. AIM: This study aimed to identify the factors associated with glycemic control among children and adolescents. METHODS: The study was a health-centre based descriptive cross-sectional study. Data on socioeconomic, demographic, disease history, and diabetes-specific variables was obtained. Glycemic control was assessed by measuring glycosylated haemoglobin (HbA1C). Linear regression analysis was done to determine factors associated with glycemic control. RESULTS: One hundred Sudanese children with T1DM aged from (1-18) years were recruited for the study (63 % females). Most of the study children (80%) had high random blood glucose levels. Less than half (40%) suffered from the presence of glucose in their urine and one-quarter of them have urine ketones. Also, Glycosylated haemoglobin (HbA1c) level of the study children showed that more than three-quarters (76%) had poor glycemic control. It was found that there is no relationship between nutritional status and glycemic control. However, there is a relationship between socioeconomic status and glycemic control (P = 0.025). CONCLUSION: To improve metabolic control, more frequent BGM should be encouraged among children and adolescents with T1DM. Emphasis needs to be put on providing families with children with diabetes with the medical, financial and social support for better control of their diabetes.",Open access Macedonian journal of medical sciences,Adolescents; Children; Diabetes mellitus; Glycemic control; Sudan,,Journal Article
31341996,https://pubmed.ncbi.nlm.nih.gov/31341996/,2019,DMEK outcomes using nondiabetic grafts for recipients with diabetes mellitus.,"PURPOSE: To compare Descemet membrane endothelial keratoplasty (DMEK) outcomes using nondiabetic grafts in diabetic and nondiabetic recipients. METHODS: All eyes that underwent DMEK between February 2013 and October 2016 (follow-up ≥3 months, without prior keratoplasty) were included. Recipients were divided into diabetic (insulin dependent [IDDM] or noninsulin dependent [NIDDM]) and nondiabetic groups. Main outcome measures included postoperative visual acuity, rebubble procedure rates, and graft failure rates. RESULTS: Of 334 eyes (243 subjects) included for analysis, 63 eyes (18.8%) were from diabetic recipients. At each timepoint, best-corrected visual acuity trended lower for IDDM recipients compared to NIDDM and nondiabetic recipients. There were no statistically significant differences in rebubble rates of diabetic compared to nondiabetic recipients (20.6% vs. 12.9%, p = 0.17), or IDDM compared to nondiabetic recipients (27.3% vs. 12.9%, p = 0.08; hazard ratio 2.26). Overall, 13 grafts (3.9%) failed (mean follow-up, 565 days; range, 90-1293 days). Graft failures did not differ between diabetic and nondiabetic recipients (4.0% vs. 4.9%, p = 0.15) regardless of subgroup (p = 0.36). CONCLUSIONS: DMEK provides excellent outcomes for patients with and without diabetes. DMEK outcomes were excellent with improvements in visual acuity and low rates of graft failure. Our findings were unable to determine differences between rebubble procedure rates but do emphasize the need for further research using stratified groups based on diabetes severity.",American journal of ophthalmology case reports,Corneal endothelium; Corneal transplantation; DMEK; Descemet membrane; Diabetes mellitus; Endothelial keratoplasty,,Journal Article
